owner,tlw,groupId
0xd9E6A7B4fE36077498A174f4beCcD957cb21Ed30,0x716089B253D18E481e98B6B2ab88DD166Ee04648,100
0x73ffdbCab4Bd9547Ba7c31f3b349B3C6C19E8822,0x901C77F853dacD89AA87614908Ccb805531BCe09,100
0x73ffdbCab4Bd9547Ba7c31f3b349B3C6C19E8822,0x9d664A972873C9C32de5aB99AAA585672ba2ba66,100
0xDC6B5EB88c86149a60Dd96C61e0C2eb9d70c9E3A,0xD0eCb2a9479e1ff05e16e47bD682f72b1a7fA4eb,200
0x711cE5F3560b1805dEF1B8a7B6847192532B3D47,0x3382B26B1975D4A79F3C929385933cfA2B4adA1D,200
0xe68Eab38166624e87F9E365680baff74B54FE6CC,0x17F4BCE65d621692B30f9f7b78684FEB88e6FA3F,200
0xc647550A29e66DF1d748B5eE7087d77Bd46f8C37,0x40A6e121235E167e9B55d2dc2881C08aFa183E41,200
0xB875D34f274CdBd9620105FEe1598bB5cD956787,0x38269e0D28CCA138EC2d331B13f0b35E7c74AAb8,200
0x21F3859B86faDB0863C7D176693730958a1069Cf,0x80835347635C8d852392C8aA3D7Fcd8387f3d756,200
0x50b81324163c633b55df9190B1622c19708aACeA,0xA3594dfcAB7A1e381aFa9E59238436D483BeB4Ba,200
0x87b5ef19AcBd9Ee1035025EC98b722cD60d082c3,0x424F740A388C0ef567ccF781Faf80EE88E60429F,200
0x16DF16C958d60c56333A2D9F6ECc4537cfE8c72C,0xD0092A91C1541CF76D7AAa4926B7ee167a310007,200
0x26C8105DAD6E9aDe4f8D5dA0C10Ca79534A734b6,0x2f68130f4c4B2D6994e689A597D222CAD4C2e9de,200
0x344eDc5c372232622462B2cD4916Fd3EB8D43b2E,0xE6E58d613235237c8594cFde01438Bf239408670,200
0xc9b053DD544Db121273593C11b97bC55EEE46170,0x3BDeFA33134A613A4cdeEc2d37F38204813163da,200
0x90998260F82D91059ac23a6009F64b25317D6718,0x78597ff70E2e8e8Cb460a6B36E84a43612E0a016,200
0x685BF671a7Fc6EF595cB4928266dde6fd74d6AB0,0xB41269fd76105650cE7a9472f906032045a12DbB,200
0xec8B9b456cF7Ad880Ed1b365c2b93fE217bB4699,0x6c687a3D2115108D8Ca982E1db3069a0c8059d2b,200
0x9b09Ef8A3CaA8F5C5a3840afd09dCdDBB8f79a11,0x7b89D5C8ecf091cE2F2A6A695Da09cdD2452bA6d,200
0x5BC0F5662C2bB31f53252d40abf05B41F307b267,0x3FB7b106748213dda15fEb6eA4Be7817d76296ec,200
0x191C466Ee1f5F5482dfdDDa85935642Dd3f6b1d8,0xe7d8b29640e0639FdD597285BB9Ac56f55E66346,200
0xBEDe78D9eDF2e28042FF861E3A6cB93292af3B20,0xa7B41FaC2fE69800E457FEc9c642d583E8aEec8B,200
0x639a3A7C0e4255297419C6E04156B2CF6b3B56Ea,0xCA800E1583d48041D6f61574652aB35cFa4Cc01B,200
