addr,totalAmount
0xB357643C8671107E4f783a3C8F430a341d1e037E,2000000000000000000
0x3fbe6D6E9132A57Bbe72BAB0E46d91459fCca9C2,2000000000000000000
0xdee5db9465EbfA4Cae5257EA0fe78bEE0cd50606,2000000000000000000
0x5317025F0403089CE026332F7cE6bc1271E6327A,2000000000000000000
0xB9461596471CC786F85cCDF8Da393445cc30e4Fa,2000000000000000000
0xC38a5E7ecBC88e57275e75cDAb5B247Ed78b1D76,2000000000000000000
0xb1826e833831F0c5Af66085eFa4Ec1E241455b13,2000000000000000000
0x9856774528C4E43c1d26121E3Fc527bc5D78B5d2,2000000000000000000
0x1A24254D318712B4296a123B8B23fBa24FB7B1fB,2000000000000000000
0xE3a89A5F1198b204B2cB80674cCb77ABA81e813a,2000000000000000000
0x3c449a9d4BEb7E6aBB3985Fa6Da025478db2378D,2000000000000000000
0xa810973E1D580399fAc93337D76F2F8199a9f891,2000000000000000000
0x45996464D6c970FF587Ca82d65C64D9f52ED7408,2000000000000000000
0x0ae09fDf448055D451952FC75000BA38e151E033,2000000000000000000
0xA6F603cf88C957942A3C605a9A9860CE3660585d,2000000000000000000
0x2FC420Cf93988A70061E3EdA1353f8fcf471b5E1,2000000000000000000
0xC9e9a78d236418430796A1e1C2aee919B7312A4b,3000000000000000000
0xF192B1baE0ba0FB7469BF6A9a39e4000CD8768cf,3000000000000000000
0x136DF9007C016449f06a7C7C5A6D42Bfff20a72c,3000000000000000000
0x14C5Ac9173c25bC93d3D0224F9b0e4AFfd839970,3000000000000000000
0x7c7C2816FD6D0f3fE14674F0bc587Bd13F7E3e6C,3000000000000000000
0x150C431cAea0a98b229c9aBe92Dea713C36c30F4,3000000000000000000
0x1726a2A9fe0140F4101045e733Aaea4dC62A9C52,3000000000000000000
0xF1Dc9646785F4a65022dd9b619eAc533A09d8161,3000000000000000000
0x1d73A531a6E9b02C97658ee8Db56f75748e022D8,3000000000000000000
0xC839478474867e379A30545545253Cfd151a6178,3000000000000000000
0x9305c6369F5a80e33407C0d7Baa266B01202568E,3000000000000000000
0x998305efDC264b9674178899FFfBb44a47134a76,3000000000000000000
0xFF6E60F830D62ab06F2D2566143210e23A5a37fa,3000000000000000000
0x70AD745afb925A12E98cd16DEcE821707818bDd1,3000000000000000000
0x8791c3EAf35e8C0C3Ed98ECAa39D15dedbDA6823,4000000000000000000
0xa8bc4aea1d0cdf5cb082a1cee305125fa79a2213,4000000000000000000
0x218B3357f89d6B794Aba503E92301c39EefAca0a,4000000000000000000
0xD543A8832a8C9E1B62fde463A7ad01D4Fe6793aE,4000000000000000000
0x55b87A121e396C4B13AaC1E4B444BE1290d649C4,4000000000000000000
0x807c633ebcd764d822f859C1765EA97063d169Cf,4000000000000000000
0x5b7d73368FC2C60fe609f744CDeD1cDD5f407973,4000000000000000000
0xc7C645E9fE1dAa38eFFC043351DBF629694d9852,4000000000000000000
0x9de7BA5E4A7d102624f586f5E531B8e722c53a65,4000000000000000000
0x2223673ab800034Bcb58AB26D569833f5550FbC6,4000000000000000000
0xd829344927C20123A4D12772f46Db5d602203A92,4000000000000000000
0x0e01A8a57665E052663F3682f3C3fa7C84e77ad6,4000000000000000000
0x2CBD33dBE976fa97b76837b17886b66EdE24517A,4000000000000000000
0x1FdD8eB019D42f8a9442934a4eC8AFc536768B4E,4000000000000000000
0x2A7D224b255c3Ad7d3Ba2E3Aada1bf509D601C5F,4000000000000000000
0x9F561BE265057274b0Ae1d21De971B08a6E92EAD,4000000000000000000
0x3c57648cA4e7096dbDABe2a64E9318953F4Aae83,4000000000000000000
0x53dBb380Adcc118F9aAaC882e9DBd7764fD7A239,4000000000000000000
0x853d129aDc61e921761DbC2EEe9274E1F3282930,4000000000000000000
0x5ed86E713f727C7E62244f29356915d8C2833f0e,4000000000000000000
0x1E9d7E143448E570B1075462580934FeA167B0fb,4000000000000000000
0x82d52f17856130edfb6ce3712aee6d047f9d9d66,4000000000000000000
0x0F1b47bc57Ba199825104DFE6777C0170c279edE,4000000000000000000
0x79A5d5CDDc5BD08D65382a341e72Be1DD7246DE1,4000000000000000000
0x78058496cC4C2C367881C1CEDC362Ed6b642f3Ae,4000000000000000000
0x33532D06e83ab1a12c5F80ba83F8868B6EF3e101,4000000000000000000
0xD36592B94DE0bD5213b2D0399006C16e8e06f13A,5000000000000000000
0x94cD1D5c591DEDd39d2bbFc24EbeCBA05830fa36,5000000000000000000
0x30AcA933e0f439D0BA630F49674090c5B0506706,5000000000000000000
0x9f7277bE57A8f1d064039683DCc57E5eFF573a9d,5000000000000000000
0x57B0a2744a821C89CC568C74aB0d3418f8E7f18b,5000000000000000000
0xf1c2D3Ebf3D701B0b806c166C53F393CE58AdA76,5000000000000000000
0xE41fbc65c393b31bA55Ad02EeD681bC9c2eb6C62,5000000000000000000
0xcf141aa62A3C240d18644Ae5d7F8302F3F5164D3,5000000000000000000
0xA12207E2597e1C4C1e7d6b304AdB0BaB6C255b7a,5000000000000000000
0xaC1d33b9b7F8B80D1C1cE21c4792837aA14Cf125,5000000000000000000
0x556a33042A6885ABcE38f9D8649b03a745Eb21A3,5000000000000000000
0xB211114515b1a1dCe4744364c24841C05a4869D6,5000000000000000000
0x767689749F9144D769d53cC9e1BC5E861ebf81f4,5000000000000000000
0xeacd4d63c4e2b20adafa6d0151bcc8321fc18312,5000000000000000000
0xCaF16B6923512b02D3f4593a2a090969d4122B0B,5000000000000000000
0x3FDbD7C82DF390cCDcd8D5e949262394Aa707FD9,5000000000000000000
0xC0C7AC1382FCC53aA5443e97638ccb4F166A73F7,5000000000000000000
0xA5d47190ea39320A42DB2e7037176083BfBEBef1,5000000000000000000
0x4229DEc879Dde82567bBd86dA1B0950C4166F87a,5000000000000000000
0x9a9a23a7ba98FDeC92053C8f18A852e933b2CD3A,6000000000000000000
0x42BfC654dCC4c29dFbFd05E804F0e0F01b58bdE9,6000000000000000000
0x0964E2eeAD2B48F80Ac82aA769EaC145e53028A6,6000000000000000000
0x05453176bFc289BaCbFEdbA7AB01F3c453f34187,6000000000000000000
0xEb59A55271C15f4D7882C361D977DAB785B4B9c4,6000000000000000000
0x44157c5569474a14d6a015de05814b5f4ba2b755,6000000000000000000
0xe465e0F5c877CD53fE70f00a5238e8Fb8aBFAC61,6000000000000000000
0x682021Fae747c4C7604892Cfc041d1Fd6D2d2d19,6000000000000000000
0x98215d2135bB96EBa53654Ddf151E7A006c23a5b,6000000000000000000
0xCD870B8bdeD75aa22e3507D3dAF468aC9544454F,6000000000000000000
0x066368FF4e2fF45778480B04a92562216BF8eB56,6000000000000000000
0x154e738111a32F50E82c420341A67C2DfF073AC5,6000000000000000000
0x9480716389283aaf1fb94a2e8522c4c9a0ecc56b,7000000000000000000
0xF414Fcb99cDa2908b320fd59DBE7c51DD6277410,7000000000000000000
0x97EeeEA11Ae0b5329e1ff314E7e3c7d2263E4318,7000000000000000000
0x8301E15A504BD43Caf86AFC9cB96c9128C753a2f,7000000000000000000
0xE6729847689d725c36408C474b15b8089aBCae6A,7000000000000000000
0xff2e35ecCe3637C9c67137c8364e1AdA6E4F4529,7000000000000000000
0x8C1f4A774c6DBA0f80115b3824ddbc33EF115f97,7000000000000000000
0x1DbD25999ef6Ed82c64a213a5f9689A3BD20f3ae,7000000000000000000
0x75349cA4dcC45af7fc96E67092724c893abFC135,7000000000000000000
0xcE913D151C672c1C1b69812daf22a913CFc5Bb19,7000000000000000000
0x31f34D145a1Fa9d64E0204bB478f3531E4737Ea3,7000000000000000000
0xeBD45239BDDc521817b9cF0bFA9d436840C7d016,8000000000000000000
0x90f9a86b11f9BEe0fAf6bf82a5f3E765D86a3F44,8000000000000000000
0x8c38c7e7b5Bc8555E2Ca7b6bd32b2D18C119B05f,8000000000000000000
0x15d0901041D8F0b9C43758663C19610EB980b623,8000000000000000000
0x2D83d8A3c14Ff15f077c2C625c955c86BfaEf866,8000000000000000000
0x7a7894300588A0596f405792c3787221F8Bbc752,8000000000000000000
0xB9f2a3131dC0C067Bb5CC8b855be477569335c75,8000000000000000000
0x2a70c52F1FB6b086E552Ed53687975da5894b442,8000000000000000000
0x844bE8631eEEba109a961bb6cC4C0Ae540307A07,8000000000000000000
0xaB6Ece10cd87f482e51e6C72FC7abE4ff8c6836e,8000000000000000000
0x3232DEE9C3b49900991be948d8f149f2431A7353,8000000000000000000
0xf399E7a57f0F591db122FDa9dC6F626ad017aA68,8000000000000000000
0x10A66421e896C7555a27F83E7080e815F08A4402,8000000000000000000
0x5125EDE66b53cF1d759D0A238dE6f5a5091CCaaa,8000000000000000000
0xaa2CedB848BD06A5f28a0012035867bF3A79cAB0,8000000000000000000
0xB4F8321D195E80B6E1e6dc688852f05Cb1a0D9E5,8000000000000000000
0x9166740EeCC2e3367fE148549BD92CE69bF6DB07,9000000000000000000
0x12A564E6FF82ce78d5A81A61DCf23892Bde82e45,9000000000000000000
0x529ED924249D66ACA3C24BD5E5d04D7F3355CE0c,9000000000000000000
0x903C06D3b1A11368a1713305EC96d05E3B281533,9000000000000000000
0xCe702d9b28fc8b2D12B1D93c75DD70bC1a6141F0,9000000000000000000
0xFe5661c2feA9fcF6118F443F157954DEa9195D3C,9000000000000000000
0xa404ff64c1cf73459967A7E12AF936fa8737DAE3,9000000000000000000
0x0b36c05681aaE27D1A25569B71D78A2847D8A130,9000000000000000000
0x148Aa32D01938E783c93Fcb3196E65efAB6C46BA,9000000000000000000
0xA0CFC53b408F4e7Ed1833D3BEf45f0E054CA7E55,9000000000000000000
0x1E0F659220f05A2182d8d046bb55D43133000d6d,9000000000000000000
0x4DbA69174C1614EE1CAD314A45a6D4C8AAe9C1ab,9000000000000000000
0x5047f6E8EA62a5A3Ed6e084f040D5a28e6862eeA,9000000000000000000
0xA4316E1B8fAA94a57A0f1CbF16f885548aFf5DA2,9000000000000000000
0xD99c117C3dDd512d6C80B44e6237eBbD79aE348D,9000000000000000000
0x1b26DBe176811f6D8DEc459F6DCbcf1C2408d116,9000000000000000000
0x1B18CCd632CE0F430EcdD03936b21eC4c4BaCeF6,9000000000000000000
0xdFF1B6AA201b088baD700C2379B4b11b8Ea725a3,9000000000000000000
0xf4d30899148e74c5E746475E12c1B3A83CE1AAA0,9000000000000000000
0xBf21f43a9c35545522d1E7cb6705fC55c6bc81fc,10000000000000000000
0x7B934edF11925385ebA19022a550c748D8be4ca1,10000000000000000000
0x7B61Be2B6794dA5c15294D29fc53e3e53fa75DC6,10000000000000000000
0x0C016664cbf481539cAe681c2087F5770D666666,10000000000000000000
0xD6E5DCDfd7FC28376186DB6fCD54b6A0D291aCc7,10000000000000000000
0x7d4E0c701c68a6828fD6Ca42f5c0de58d4d9aA30,10000000000000000000
0x65de1a3636c1ae113a84ee32862890d662eda177,10000000000000000000
0xf4ADD5d6aC9Bf494b374DEb6A10c2449B8948259,10000000000000000000
0x98917c8A876C7cbc16971D2FD1D6b84e2b1f6a39,10000000000000000000
0x0C0E06CB54D804DD08f0515Eb91322f47c38cb88,10000000000000000000
0x11D3677cdE9CF3650e4efe8B0b8ced566310d537,10000000000000000000
0xeB231c1fd356cE768E3c30E599aBe4FDE51c4465,10000000000000000000
0xA607F6290ee07a7Ea947705120c903fdbbe0C9Ac,10000000000000000000
0xA8DEa4bdAC8947B621f3a58894B0C7281BaEb5B4,10000000000000000000
0x0Ef71DB877Fdf109d5C94BE20C226C221F0015F0,10000000000000000000
0x889Fd08BBb5a0B1c9B64Ac999364aAD5e3277DF0,11000000000000000000
0xf00a180DCE325661Ae02eD5DdDfD666D7837A97B,11000000000000000000
0x23903007707e3c0e35783fB7B7e94D0Ba4eb686E,11000000000000000000
0x9843E438adC42D7Ebe37b94e870f6Bb08deB27c1,11000000000000000000
0x20EAE2FE52579E41cc95da26Fe23274D8E5bf245,11000000000000000000
0xE39819a735D2a8B1A0Bd573e7bf8ce65fF946208,11000000000000000000
0xEF1d6189612839A78B9f8ad7accc66511Af936C5,11000000000000000000
0xbf611b6467d6526587f000c1dd60782e4028422b,11000000000000000000
0x431Cf4174456a6BAB8cBa179D919a8f02A8927Ea,11000000000000000000
0xF8F60557955C1604Bc5779FC6b3E41fdbC1E0015,11000000000000000000
0x08ff36C18664475eabF8D831039160eb7354dFeF,11000000000000000000
0xcC90bd7fbC5147bF8d02f94BD1a555AD36B81c1b,11000000000000000000
0x4FE245bE6561D255bE69d650Feb7452776730e12,11000000000000000000
0xD1Ee805a3dEc7f3Dc0840d8d6478583e388251e6,11000000000000000000
0xfA2D5A2fC2486d7A0cffF5A0e7Da0b02b1bc5b0C,11000000000000000000
0x8B207e58DF70b4059Dc07d510A6eFfBd5fd41735,11000000000000000000
0x7315884B2d18350a73f5fD1530525F1fdF6A093f,11000000000000000000
0xBdd3559f44f4c50A151d567074e1174ae65e3F89,11000000000000000000
0x5cE594a237622F104604Bfe3ba0E4d34Fd190F92,12000000000000000000
0xe811ea1922a75a3f508bd0fbd0809e353841e4b2,12000000000000000000
0x7fdbD460677FA6E5bAf83d3CC21990506ddb95FE,12000000000000000000
0x2bb87EDEADB0BbDF44f143B715C1586032b2e909,12000000000000000000
0x22d889c5f4Ead1536480983321067021E0804528,12000000000000000000
0x416447dc5d493f829a6291af44006a50009f2546,12000000000000000000
0x924f8f0636e978aa6AfF093981c187B119e640E4,12000000000000000000
0xC485e903D6Ce554B618d0Fea720fe64bFF15A0cc,12000000000000000000
0x387919858953FE8D7cAA879F9691EbeB5b59C19D,12000000000000000000
0xA9556Ad949FcBd2cd0Cea5ac5C1b53c7f0FccfBD,12000000000000000000
0xA8488085a2146B6d3e9a9E9cE33a643ca83bB3ce,12000000000000000000
0xCcBF211456e0829137de32D3983DE9c8eFc0de69,12000000000000000000
0x6233AbF0e893bDCed2387f2d1b768FdD50b4c09C,12000000000000000000
0xBDA88De62c6271E15CAe55197CD8423E384B0bDf,12000000000000000000
0x2105Cc5dBf3Dd3fEeFd16D5833024086f48f55B4,12000000000000000000
0x6eA82F6F984AeBc08148F25A5be4Af5752096C0d,13000000000000000000
0xb5227c436e5c82E6cfFC804A7Bbb16eE1988f308,13000000000000000000
0x693097531c6B8cF072aA12c1aE8E81750b1dC9D3,13000000000000000000
0xd653b3Ed1382E00cc3EFf59996328c1B046DfCeF,13000000000000000000
0x27eace17B7408A5B8887304DF9f47f90C32Dc0fD,13000000000000000000
0x4150e3E9d54dae3E35d15cfF68E07F5b8833cAD1,13000000000000000000
0xa7C049dfAAb47BFd0aEa0782634b382F7ef6c98A,13000000000000000000
0x59329a5Afc9347168576FcCf3b591B41859B62Fa,13000000000000000000
0x3eDfEC931B07f9513eF601418Dd2FBF584271120,13000000000000000000
0x64E6e6BD2845259e675c52762BcB1F42A604DfF2,13000000000000000000
0x3D49C646e97C425DE337FEcC9f72F68C2Cb7ABc9,14000000000000000000
0x20df961b63e9BbD584948c17Ff1e896d09fec97a,14000000000000000000
0x2B560462FC12E277b01baBC0bB3419A9320c35Ee,14000000000000000000
0x2322771A46DdDa88B80Fe600885AFb70a1C24c6C,14000000000000000000
0x472f4069E68E84e16b150E0ceeeBe5e48E78319c,14000000000000000000
0x3398dadf2fed2d5895b5087fa47f35d2c1f52d8c,14000000000000000000
0x9293fe5cccb6e614b8015daaad9d1299393bfbbb,14000000000000000000
0x8E468fcF8FA6a3828C2d58E4AFeD6ED71Eb82252,14000000000000000000
0x0f4EC2FB5341163578327fB527C2A0723863982B,14000000000000000000
0xb9E1AFF7460b3CA492EAdb28f75BcB0B7e44BB5b,14000000000000000000
0x92AD693aBD68a146f4797861431f436D3504FCdF,14000000000000000000
0x422CAfc8Aac950Ee76e872EDD6df0Bc05B9Ee6b3,14000000000000000000
0xc1142eff598131aAC22C31eE59fFc062b9B67Ea1,15000000000000000000
0xe3caCAeD1C5498f6DD8DA960154773adb68BeafB,15000000000000000000
0x4D7feF054373Bc650004ad5537E982b9c0c96444,15000000000000000000
0x947EEE89B4d66faa76f4946Bf0362Ec735Db3C65,15000000000000000000
0x3Da72Aa6AA4A2aC19A9c27235b8A020E1d983E53,15000000000000000000
0xDe483b0F6404D6be2ae3b4eFc978f84B441280b3,15000000000000000000
0xAe181541Edbef242ea3AED9AbBc11d8d2e7f6C40,15000000000000000000
0xA72FDF794b3e2737976c36Ec42362dcB9473B374,15000000000000000000
0xD195c93e61E1c40fE16130B88E9131b6af593d89,15000000000000000000
0x49BDdeBA6908C747E98c77E9D089468C1A8d9634,15000000000000000000
0x7c2c1B1101dCf15E75B10cd8bB36270D710E40aB,15000000000000000000
0x625174b9B50149F9fF3150f78Dc32d7927A41601,15000000000000000000
0xc5a4C28548D2914827130B76c1a8A78fED7687cD,15000000000000000000
0xCC63a26A1F9424Ecc3C2Cc1e57c5Dfd8D9f12E46,15000000000000000000
0x1be1e9a2b38f9c73d0edfa177c9024af9646e254,15000000000000000000
0x61D9c530AeE2ca1E561b6aaCd2F29c67422b613a,15000000000000000000
0x80FEB35E6d2a5c056461be3fccEde22C4c06Ef7E,15000000000000000000
0xc789347524eb2d508EDA15C366c6d74eEE253fC1,16000000000000000000
0x11be962be1e317581c5acff336b95762d4c8dd41,16000000000000000000
0x43dBb85c5A461D71D6cf6570f9Bc08354baC16D9,16000000000000000000
0xA8Db5a84893f0C86B35A58f5698c4C2f74E526a9,16000000000000000000
0x17eAC578aBC4fCdA948c2142B00A6f23C86b27a8,16000000000000000000
0x7caAc30Ab6B7B09c03e42878729520A297694354,16000000000000000000
0xF9Edf5C98B6C927d34363cD4366Ffa2290e8ef6E,16000000000000000000
0x917c18a252A5D63c50692d0B8e70A12934a328AC,16000000000000000000
0xd445F3DEcA96412D87262d0544aDCdF39AB1b1Db,16000000000000000000
0x51288F2cEA2D284bb08D04DA8f343771AD182FDE,16000000000000000000
0xB22F6d07Be0f4f807496a12E155F1B412421be76,16000000000000000000
0x0EA7a19C9AB86E4920924e87788106A400612001,16000000000000000000
0x1c8d4fb855a3a9e4d3982996c83161725449f6ae,16000000000000000000
0x2D658f67da96fBA32b7aE23d4b27aDEc8da8D2E8,17000000000000000000
0x3B29fe713636e5e79105eA14e5f4c19600CDb7b2,17000000000000000000
0x1faB8041f784aEC0448AbD0E5EA3a62d119A0C8D,17000000000000000000
0x521F9602BfA0D900c53Db83276515F8B86e30d4a,17000000000000000000
0x0Ab52790f4Dd5EAEA595c84482700fa265470524,17000000000000000000
0xC91C46394a608B7b116579dB20152E251E558F3E,17000000000000000000
0xd07f66Bd3aE97d55F34c59b0FDb58F6fae314ef0,17000000000000000000
0x570EF1EF69c05e9D1b15dF18B57D542383637759,17000000000000000000
0xEbc159Fa29b4f4CFCE058DaFbD746cef33BfC339,18000000000000000000
0x86731391306826789D2B07BE0C741A7b76989cef,18000000000000000000
0x789242896D9F17829cF24608Df8BF948cd58a6C8,18000000000000000000
0x387756ee2d1bAba8C75D2Bfde3C934a70B3EFa9d,18000000000000000000
0x24C9598e9D699E8a849D223bCbe2711187480fA0,18000000000000000000
0x301a90913479a840cdb48f821b191a9e27edb0b5,18000000000000000000
0xA994186C84569FD50d5eC19048090EB698Ff09c2,18000000000000000000
0xf34AECDB1c3fbB7fc283254fe18833e18822857D,18000000000000000000
0x80fc577564B84476E6674b8a5063adC7B5affefE,18000000000000000000
0x898E737A1DD0223875657AAEeBE990d4fcACc697,18000000000000000000
0x632124133049fAdCAfFBA5fFA2b2B2F210c9E958,18000000000000000000
0xADD478293773a5fd5f59E3226b68bAaA02896b5b,19000000000000000000
0x29C6769BcFA7122E9B3bb190e98f57076Ee490f2,19000000000000000000
0xC1025d45dd25861b4BCBBC6a4C6F7c7184E39935,19000000000000000000
0xf97a131362CF7d8771f18C9F5D7a98df9d6Fa613,19000000000000000000
0x7920b95dE05B5DEfB92E7Fcd7309241897280f38,19000000000000000000
0x8775E38a3643E8380E368518E53dB42CeB720F16,19000000000000000000
0xA392819D3AA0bF7dCb41326293697E30F1F5A6dC,19000000000000000000
0x6C65097138e7D81B9a018BF5F0d869Fd326eF407,20000000000000000000
